run_id,trial_id,stage,epoch,train_loss,val_segment_roc_auc,val_segment_eer,val_track_roc_auc,val_track_eer,is_best_epoch,early_stop_counter,updates,cumulative_updates,val_inference_sec,epoch_sec
cnn_revised_20260919T110440Z,cnn_s1_01,stage1,6,0.05536119353378522,0.8391525496788655,0.25106685633001424,0.8785996612083568,0.21739130434782605,False,1,218,1308,4.7008162080310285,89.72590208309703
cnn_revised_20260919T110440Z,cnn_s1_01,stage1,7,0.049214394082967204,0.9388497349023666,0.11379800853485067,0.9631093544137023,0.06832298136645965,True,0,218,1526,4.679007875034586,88.93398400000297
cnn_revised_20260919T110440Z,cnn_s1_01,stage1,8,0.04464097118353517,0.9399704728652097,0.1344238975817923,0.96386222473179,0.09090909090909091,False,1,218,1744,5.441639625001699,89.63382641703356
cnn_revised_20260919T110440Z,cnn_s1_01,stage1,9,0.04105347139193797,0.9389574981680244,0.13636363636363635,0.9638151703369094,0.11387163561076608,False,2,218,1962,4.682766291080043,89.40349100006279
cnn_revised_20260919T110440Z,cnn_s1_01,stage1,10,0.04260599676926543,0.8741486702013017,0.21212121212121213,0.8886222473178995,0.20454545454545456,False,3,218,2180,4.728444291977212,88.23062862502411
cnn_revised_20260919T110440Z,cnn_s1_01,stage1,11,0.035754354423075355,0.9403099271520324,0.12878787878787878,0.9627799736495389,0.09730848861283647,False,4,218,2398,4.682064249995165,88.09988133294974
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,1,0.09766014351279455,0.8345402819087031,0.2453769559032717,0.8731884057971014,0.18181818181818182,True,0,218,218,5.232039791997522,89.3641335410066
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,2,0.08405533349332636,0.8732973404026037,0.22617354196301565,0.9050442311311877,0.20454545454545456,False,1,218,436,4.687036958057433,89.66969629109371
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,3,0.07339643830203832,0.8943650588387431,0.19696969696969696,0.9126670431018257,0.18181818181818182,True,0,218,654,4.691377499955706,88.33687437500339
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,4,0.06740141732053297,0.8418735721367301,0.2553342816500711,0.9047619047619048,0.20454545454545456,False,1,218,872,4.638648374937475,88.2825919999741
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,5,0.05803408825405619,0.9203036768826242,0.1590909090909091,0.9557218144174666,0.09090909090909091,True,0,218,1090,5.603863833006471,92.66737924993504
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,6,0.05732064212129553,0.8731680244838138,0.21212121212121213,0.9194428759646152,0.14078674948240166,False,1,218,1308,4.854715624940582,94.40019912505522
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,7,0.050665600190840925,0.9333538083538084,0.12019914651493602,0.9575098814229248,0.07246376811594202,True,0,218,1526,4.832870582933538,90.62343816598877
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,8,0.045421078155766056,0.9297114099745678,0.14393939393939395,0.9606625258799172,0.09090909090909091,False,1,218,1744,4.791205832967535,90.3239341659937
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,9,0.04257238448228678,0.9337525324367429,0.147226173541963,0.9538396386222473,0.13043478260869568,False,2,218,1962,4.688251959043555,87.63486587500665
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,10,0.04471609822457176,0.9239137462821674,0.17425320056899007,0.9401468097120271,0.13636363636363635,False,3,218,2180,4.654168749926612,87.53419183299411
cnn_revised_20260919T110440Z,cnn_s1_02,stage1,11,0.03718423605413293,0.9410157765420923,0.13086770981507823,0.9656973461321288,0.10144927536231885,False,4,218,2398,4.648580999928527,87.50263583299238
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,1,0.10118909864372959,0.826070089227984,0.25,0.8653773762469413,0.20454545454545456,True,0,218,218,5.454094624961726,88.83644250000361
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,2,0.08651953121908977,0.8619821975085133,0.22727272727272727,0.8920101637492942,0.20454545454545456,True,0,218,436,4.832723792060278,89.06522925000172
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,3,0.07630142832189067,0.8790249579723264,0.21692745376955902,0.8961509504987766,0.2194616977225673,False,1,218,654,4.694811415974982,88.19431783398613
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,4,0.07073902829976768,0.8373367386525281,0.26244665718349924,0.8955392433653304,0.19668737060041408,True,0,218,872,4.6046668329508975,87.93842216697522
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,5,0.06169697421493157,0.9137570584939005,0.16666666666666666,0.9450875211744777,0.11363636363636363,True,0,218,1090,4.718195833032951,88.33396008296404
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,6,0.06083832892601436,0.8507101599206862,0.2596017069701281,0.892668925277621,0.22153209109730854,False,1,218,1308,4.572178125032224,87.49862083303742
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,7,0.05403506947253276,0.9298299495667917,0.13726884779516357,0.9605213626952757,0.08695652173913049,True,0,218,1526,4.675945166032761,87.57544312498067
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,8,0.05019120338117698,0.9192098797361955,0.16145092460881938,0.9501693958215697,0.11363636363636363,False,1,218,1744,4.773101959028281,89.48549212492071
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,9,0.04655143957907523,0.9240161213845425,0.15576102418207682,0.9411349520045172,0.14699792960662528,False,2,218,1962,4.250743957934901,84.50086262496188
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,10,0.04695214148013565,0.9434296736928316,0.14011379800853485,0.9610860154338415,0.11363636363636363,False,3,218,2180,4.755442583933473,81.61494066694286
cnn_revised_20260919T110440Z,cnn_s1_03,stage1,11,0.04202885129888028,0.9268610715979138,0.1590909090909091,0.9500752870318087,0.1262939958592133,False,4,218,2398,4.094548374996521,80.3223304169951
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,1,0.0960559931143774,0.8286887365834734,0.23826458036984355,0.874411820063994,0.19461697722567284,True,0,218,218,4.160057042026892,79.26202475000173
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,2,0.08266746537986883,0.8901676796413638,0.19985775248933146,0.9279126670431017,0.17184265010351962,True,0,218,436,4.138832500088029,79.3587227499811
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,3,0.07150465042549688,0.8712121212121213,0.24242424242424243,0.8865047995482778,0.22727272727272727,False,1,218,654,4.1665766660589725,79.68455612496473
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,4,0.06390170899511359,0.8969406008879692,0.1893939393939394,0.9429700734048561,0.13636363636363635,True,0,218,872,4.133062792010605,79.52693679102231
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,5,0.054218250506874205,0.9361394887710677,0.12878787878787878,0.966309053265575,0.07246376811594202,True,0,218,1090,4.095839500078,79.19933558395132
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,6,0.052702157301939216,0.8362914349756454,0.2727272727272727,0.8844344061735364,0.18181818181818182,False,1,218,1308,4.118573250016198,79.40010495798197
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,7,0.04703746389881583,0.9409349540928489,0.12233285917496439,0.9553453792584228,0.0993788819875776,False,2,218,1526,3.9848715000553057,77.75531937507913
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,8,0.039717981440632856,0.9294420018104228,0.17709815078236135,0.9486166007905138,0.13636363636363635,False,3,218,1744,4.001916124951094,78.05194124998525
cnn_revised_20260919T110440Z,cnn_s1_04,stage1,9,0.03698448074260521,0.9079378421483685,0.18634423897581798,0.9377470355731226,0.13636363636363635,False,4,218,1962,3.9883361250394955,77.18114641704597
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,1,0.09657522891632742,0.8241034096297255,0.25,0.8617541878411444,0.18181818181818182,True,0,218,218,4.128492375020869,79.56436133303214
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,2,0.08370928173889829,0.8919349971981549,0.20341394025604553,0.9353943158290984,0.13636363636363635,True,0,218,436,4.173613999970257,79.75078699993901
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,3,0.07308658052760388,0.8564754946333895,0.23541963015647227,0.8840579710144928,0.20454545454545456,False,1,218,654,4.413683083024807,81.53607962501701
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,4,0.0667532006658542,0.8753340661235398,0.2204836415362731,0.9199134199134199,0.1490683229813664,False,2,218,872,4.9003256659489125,81.89727304095868
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,5,0.05640547338125096,0.9312147075304971,0.14295874822190613,0.9665443252399775,0.09090909090909091,True,0,218,1090,4.0582472500391304,80.09514870797284
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,6,0.054356676574090095,0.8297017112806586,0.27524893314366994,0.9057029926595144,0.17805383022774324,False,1,218,1308,4.28819837491028,80.36030683398712
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,7,0.048274457385169736,0.9537533945428682,0.11237553342816498,0.9690382081686428,0.09090909090909091,True,0,218,1526,4.164758250000887,79.040780832991
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,8,0.04224972408270222,0.9308968058968059,0.1458036984352774,0.9720967438358743,0.082815734989648,True,0,218,1744,4.02962845901493,78.32197395793628
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,9,0.03951702280299161,0.9181322470796154,0.17424242424242425,0.9543572369659326,0.11363636363636363,False,1,218,1962,4.038367250002921,77.47810312500224
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,10,0.03756130283218007,0.9516573990258201,0.10597439544807963,0.9681912290607942,0.09090909090909091,False,2,218,2180,4.11904654209502,77.53445391601417
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,11,0.03471764091851979,0.9494213112634166,0.1330014224751067,0.9625447016751364,0.09730848861283647,False,3,218,2398,4.058279416989535,78.42389620793983
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,12,0.03311472453120296,0.9347601189706454,0.14393939393939395,0.9634857895727461,0.07039337474120078,True,0,218,2616,4.136962458025664,78.68734362500254
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,13,0.029398109510410494,0.9389036165351955,0.15151515151515152,0.9740730284208545,0.11363636363636363,False,1,218,2834,4.216719291056506,80.31987633300014
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,14,0.024137443693754954,0.9645081684555368,0.10028449502133707,0.9792960662525879,0.09090909090909091,False,2,218,3052,4.092576374998316,78.7095047920011
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,15,0.027202714663424006,0.9556338635286004,0.12878787878787878,0.9647092038396385,0.11363636363636363,False,3,218,3270,4.096361249918118,78.23098116694018
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,16,0.01941425549966547,0.9692443639812062,0.08321479374110952,0.980378317334839,0.06818181818181818,True,0,218,3488,4.601735583972186,80.34429308399558
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,17,0.02225882491117975,0.92657549894392,0.15151515151515152,0.9537455298324863,0.09090909090909091,False,1,218,3706,4.218463708064519,82.97385345806833
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,18,0.019535173701842382,0.9655588602957025,0.11363636363636363,0.990730284208545,0.0662525879917184,True,0,218,3924,4.070727834012359,79.72260537499096
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,19,0.01902812582854937,0.9646536488641752,0.12233285917496439,0.9719085262563523,0.11363636363636363,False,1,218,4142,4.406823000055738,80.78407545899972
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,20,0.014488210724630622,0.9648368464157937,0.09848484848484848,0.975296442687747,0.06832298136645965,False,2,218,4360,4.03317391697783,78.93995083298068
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,21,0.016246143278005613,0.9697131341868185,0.09090909090909091,0.9814135140222097,0.06818181818181818,False,3,218,4578,3.983692124951631,77.6333380000433
cnn_revised_20260919T110440Z,cnn_s1_05,stage1,22,0.02259547078429378,0.9717121427647745,0.085348506401138,0.9791078486730661,0.09090909090909091,False,4,218,4796,3.951397457974963,76.673456416931
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,1,0.09891667651089804,0.833570412517781,0.25,0.8721532091097308,0.20454545454545456,True,0,218,218,4.245226415921934,78.7623977920739
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,2,0.08527148605244256,0.8818914608388291,0.19696969696969696,0.91699604743083,0.1590909090909091,True,0,218,436,3.96822337503545,77.72786175005604
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,3,0.07561545502819528,0.8514052329841805,0.26515151515151514,0.8647186147186147,0.25,False,1,218,654,4.033088166965172,76.79940704104956
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,4,0.06946413143046945,0.8850273718694771,0.1955903271692745,0.9445228684359118,0.11363636363636363,True,0,218,872,3.9499310000101104,76.76710591698065
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,5,0.059759643571554236,0.9180568127936549,0.1578947368421053,0.9604743083003953,0.09090909090909091,True,0,218,1090,4.159349665977061,79.28573966608383
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,6,0.06034094259758856,0.8231981981981982,0.2823613086770982,0.8244871070958026,0.2727272727272727,False,1,218,1308,4.106342833023518,78.77657175005879
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,7,0.052899443999615124,0.9305088581404372,0.14366998577524892,0.962403538490495,0.08488612836438925,True,0,218,1526,4.137896416941658,78.70809316600207
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,8,0.04716174428323018,0.9289031854821329,0.15151515151515152,0.9648974214191606,0.11363636363636363,False,1,218,1744,4.0844439580105245,78.77749745803885
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,9,0.04496391707780253,0.9259450838398207,0.16358463726884775,0.9723790702051571,0.06818181818181818,True,0,218,1962,4.06926612497773,78.77721724996809
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,10,0.04335994323098251,0.9318666752877278,0.14393939393939395,0.9464050442311311,0.11363636363636363,False,1,218,2180,4.292798916925676,81.03185954201035
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,11,0.039976824574932845,0.936500495711022,0.15151515151515152,0.9433935629587804,0.13636363636363635,False,2,218,2398,4.130008375039324,79.66513595904689
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,12,0.03663776974119294,0.9569377990430622,0.11379800853485067,0.9766610201392811,0.06818181818181818,True,0,218,2616,4.152728707995266,79.60806004097685
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,13,0.03138409732507166,0.9082072503125136,0.19843527738264577,0.9359119141727836,0.16149068322981364,False,1,218,2834,4.171003957977518,79.22417866694741
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,14,0.03187374180981931,0.9653541100909522,0.09848484848484848,0.9764257481648787,0.09090909090909091,False,2,218,3052,4.110795000102371,79.57971358392388
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,15,0.02928086081435507,0.955337514548041,0.10455192034139404,0.9692264257481649,0.09090909090909091,False,3,218,3270,4.149420915986411,79.45647591701709
cnn_revised_20260919T110440Z,cnn_s1_06,stage1,16,0.024334529790135954,0.9612483296693823,0.11877667140825032,0.9711556559382647,0.10351966873706009,False,4,218,3488,4.202859416021965,79.62246074993163
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,1,0.10206143734691919,0.7190234492866073,0.3560606060606061,0.7658573310747223,0.29545454545454547,True,0,218,218,4.440514624933712,81.31644191697706
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,2,0.09510416605109992,0.7891611707401183,0.2937411095305832,0.8078298513081122,0.2691511387163561,True,0,218,436,4.247366749914363,81.58881620795
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,3,0.08693895536566185,0.778918272339325,0.3106060606060606,0.796677959721438,0.29545454545454547,False,1,218,654,4.198797082994133,80.6488140829606
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,4,0.0831631347772311,0.7547038665459719,0.34708392603129445,0.7488706945228684,0.36024844720496896,False,2,218,872,4.094275834038854,79.23303412494715
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,5,0.07545095554510062,0.8524397603344972,0.2318634423897582,0.87205910031997,0.20703933747412007,True,0,218,1090,4.040720832999796,78.44890008296352
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,6,0.06844597563384953,0.8134079055131687,0.23826458036984355,0.8324863542254846,0.22981366459627328,False,1,218,1308,4.023865667055361,77.52452525007538
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,7,0.06625749967811576,0.8714492003965688,0.22403982930298716,0.9084321475625823,0.1590909090909091,True,0,218,1526,3.9681307499995455,75.94545033399481
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,8,0.05854303920188379,0.9263653605758868,0.15220483641536275,0.9671560323734237,0.08488612836438925,True,0,218,1744,3.941228040959686,76.43147816590499
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,9,0.06188597854371733,0.782312815207552,0.3036984352773826,0.7702333897986072,0.3188405797101449,False,1,218,1962,3.8639541669981554,75.02177662507165
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,10,0.05979007373983555,0.8194157075736023,0.27169274537695587,0.8136645962732919,0.2650103519668737,False,2,218,2180,3.881836249958724,75.14725962490775
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,11,0.052667560502063324,0.8969406008879692,0.1893939393939394,0.9427348014304536,0.10144927536231885,False,3,218,2398,4.018927209079266,76.5936898329528
cnn_revised_20260919T110440Z,cnn_s1_07,stage1,12,0.05098571445463,0.9326748997801628,0.14224751066856334,0.957321663843403,0.11363636363636363,False,4,218,2616,4.001897915964946,77.10884883394465
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,1,0.10316843715608248,0.7188941333678176,0.3776671408250356,0.756446452098626,0.3084886128364389,True,0,218,218,4.028476792038418,77.55107358307578
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,2,0.09779580526382214,0.7988490883227725,0.2809388335704125,0.8429324298889517,0.2422360248447205,True,0,218,436,4.239193833083846,77.75227558298502
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,3,0.0866871162579565,0.8267436096383465,0.26515151515151514,0.8791172595520422,0.20703933747412007,True,0,218,654,4.060638541937806,78.27526670799125
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,4,0.0837116250694782,0.7807448596922282,0.30303030303030304,0.8023244871070957,0.2727272727272727,False,1,218,872,4.043132458929904,77.1376851669047
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,5,0.07741807871399915,0.864961851803957,0.22727272727272727,0.8891869000564653,0.21532091097308492,False,2,218,1090,4.152285834075883,80.32737454189919
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,6,0.07049840737791371,0.8778611147032198,0.2083926031294452,0.8954451345755694,0.18181818181818182,True,0,218,1308,4.075158499996178,78.97899579198565
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,7,0.06444422484622704,0.8728555110134059,0.1893939393939394,0.9064558629776021,0.1590909090909091,True,0,218,1526,4.114137207972817,78.79902504198253
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,8,0.0587367548698056,0.9022587180481916,0.21212121212121213,0.9237248258987389,0.18181818181818182,False,1,218,1744,4.079422542010434,78.65610299992841
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,9,0.05635230413990827,0.9169037458511142,0.18181818181818182,0.9478166760775456,0.1532091097308489,True,0,218,1962,4.121676042093895,79.04304916691035
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,10,0.05253602303505731,0.8960677184361396,0.19696969696969696,0.9107848673066065,0.16356107660455488,False,1,218,2180,4.133251917082816,79.56949720799457
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,11,0.05205191702433428,0.8905933445407129,0.2196969696969697,0.9125729343120647,0.20454545454545456,False,2,218,2398,4.078258124995045,78.84251733403653
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,12,0.04987075431447503,0.9332029397818871,0.1443812233285917,0.960239036325993,0.09090909090909091,True,0,218,2616,4.229405624908395,79.10295700002462
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,13,0.043845155226229525,0.9455472218630114,0.12091038406827881,0.9670619235836628,0.09090909090909091,True,0,218,2834,4.119753125007264,79.3422099580057
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,14,0.0436817533343932,0.9430794430794431,0.1330014224751067,0.9565687935253152,0.11363636363636363,False,1,218,3052,4.104325250023976,79.12026458396576
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,15,0.03994001705561476,0.9403422561317298,0.14082503556187764,0.9471579145492188,0.1490683229813664,False,2,218,3270,4.100421375012957,79.14673404197674
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,16,0.03866316632101521,0.9423089357299883,0.11806543385490753,0.9507340485601355,0.10766045548654246,False,3,218,3488,4.131345915957354,79.16585833404679
cnn_revised_20260919T110440Z,cnn_s1_08,stage1,17,0.03628768577000191,0.9505743782059571,0.13086770981507823,0.9569452286843589,0.11363636363636363,False,4,218,3706,4.146112540969625,79.28457908297423
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,1,0.10522962545191898,0.7316856330014223,0.3321479374110953,0.7604931300583475,0.2960662525879917,True,0,218,218,4.3175446660025045,79.97911295795348
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,2,0.09780202206912368,0.8050724169145222,0.2803030303030303,0.841709015622059,0.2091097308488613,True,0,218,436,4.250948750064708,81.56759300001431
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,3,0.08583148573894865,0.8399769386611493,0.23484848484848486,0.8832109919066442,0.17805383022774324,True,0,218,654,4.113595749950036,79.68458620796446
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,4,0.08444583489560527,0.8528007672744515,0.24242424242424243,0.8890927912667043,0.2256728778467909,False,1,218,872,4.038807124947198,79.0862233749358
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,5,0.07461182850378136,0.8343355317039528,0.23484848484848486,0.8721061547148503,0.1863354037267081,False,2,218,1090,4.012127208057791,77.81324345804751
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,6,0.07116509566450625,0.8908412000517263,0.19696969696969696,0.9069734613212873,0.18181818181818182,False,3,218,1308,3.9842421249486506,77.25266812497284
cnn_revised_20260919T110440Z,cnn_s1_09,stage1,7,0.0630640872763915,0.8581081081081081,0.23484848484848486,0.8637304724261246,0.22727272727272727,False,4,218,1526,3.973244624910876,77.41200804105029
cnn_revised_20260919T110440Z,cnn_s2_10,stage2,1,0.09990143298555246,0.8282684598474074,0.23484848484848486,0.8886222473178995,0.1594202898550725,True,0,436,436,3.965317750000395,77.40406795905437
cnn_revised_20260919T110440Z,cnn_s2_10,stage2,2,0.08670936873816547,0.8638141730246992,0.20454545454545456,0.9000564652738565,0.18181818181818182,False,1,436,872,3.959021749906242,75.67815187503584
cnn_revised_20260919T110440Z,cnn_s2_10,stage2,3,0.0791377694749312,0.8385652398810293,0.2667140825035562,0.8709297948428383,0.22727272727272727,False,2,436,1308,3.957648834097199,75.61892245907802
cnn_revised_20260919T110440Z,cnn_s2_10,stage2,4,0.07159078763259163,0.7823182033708349,0.2894736842105263,0.806841709015622,0.29399585921325055,False,3,436,1744,4.013944500009529,75.86872341693379
